sinopsis	genero
dos angel berlin ciud mur sol niñ hombr corazon testig pued cambi gran ser human decid conoc sentimient mortal enamor jov	Drama
principi años ingenu jov puebl enamor hombr trabaj pes rig comun pertenec cas tras bod vuelv trabaj cuent dias esper vuelt cre amor dia suced terribl accident primer pelicul corazon	Drama
año histori pod espad magic conoc destin verd este quier segu siend guerrer decid espad mejor amig lleg moment entreg enamor guerrer encarg llev ciud encuentr compañer embarg noch entra cas rob espad asi lanz busqued destin verd ello viej fantasm pas	Aventura
doc años antoin ve oblig sol conviv problem padr sin profesor dia cumpl decid hac amig inesper ve madr compañ hombr mied seri van anim des dej atras problem sueñ conoc mar plan escap	Drama
histori chic envi cuid hombr qued terribl accident chic habil especial hombr bord	Romance
corr año polit revolucionari cientif secret caus grup rival quier control chic extrañ poder sid manten baj años medi jov llam liber	Animación
par asesin consig huir prision dej tras horribl detectiv jack qued sac ayud encontr criminal embarg sol hor deb regres carcel	Suspense
pas padr hij gener destin tren nuev york conoc	Comedia
sigl jam kirk nav enterpris mision extrañ cuerp tierr capitan doctor ayud kirk descubr cuerp inteligent orig enterpris entonc centr oper	Ciencia ficción
bob charlott dos norteamerican encuentr bob estrell cin ven rod anunci charlott muj jov acompañ tod part mar trabaj dorm camin bob charlott cruz tard nac amist aventur junt vid nocturn compart habit ciud termin descubr nuev maner ver vid	Drama
enterpris transport grup cientif dispon pon prueb mayor experiment imagin hombr vid planet	Acción
wayn regres continu guerr crim ayud jim gordon batm propon destru crim organiz ciud gotham repent aparec nuev criminal desencaden	Drama
extrañ comedi acerc dos herman quier suicid trat evit padr dej libr conoc muj har vid mejor nuev problem	Comedia
tras planet tripul enterpris dispon cuerp compañer padr este	Ciencia ficción
dos joven dedic viv ultim dias tod norm histori narr mod comedi present situacion provoc aunqu intim protagon limit mar aleman logr pelicul gan mejor pelicul	Comedia
expuls noch apartament compart novi tras ser sorprend compañ muj atract alex qued call alli conoc walt llev fiest present propietari gran apartament import compart pues alex	Comedia
dud famos histori tren lleg pas cam mientr convirt rapid absolut llam	Documental
danny oce ladron tan sol hor despues cumpl larg conden prision plan objet realiz mayor atrac casin histori ello form equip once hombr cad mejor camp embarg surg problem inesper dueñ local sal	Suspense
vez viv dedic part vid cre criatur perfect llam mur repent dej vez unas horribl man pobr viv sol encant jov trabaj firm llev cas junt famili criatur tan especial prepar viv ciud tan extravag suburbi	Fantasía
pas tres años danny oce georg clooney equip detall expert don frank llev cab atrac histori rob despiad andy ultim cam veg despues millon consegu cad conoc miembr equip oce trat bien pas llev vid result ser juli espos danny	Suspense
bell jov alta socied baj vid escond gran comport algun man lujos joy dia mism edifici paul escritor mientr esper exit nunc lleg viv relacion muj mantien paul amist	Comedia
doc vuelv hac exit tiemp dirig cort problem famili cos sal mal graci maton ultim intent cos encuentr destin car car padr adolescent nuev	Aventura
años nuev pront hac amig dos encontr chic enamor problem padr dej ir fiest filmaffinity	Drama
siend desafi ser planet anunci part tierr rest ir situacion dej pregunt acerc propi habil realid fantas	Ciencia ficción
sigl misteri pod alienigen amenaz tierr destru intent salv human capitan kirk tripul viaj tiemp regres san francisc encontr mund cambi result tan alienigen encontr	Ciencia ficción
grup polic angel enfrent misteri asesin victim salvaj pront jef grup capitan descubr enemig alienigen lleg tierr unic proposit practic	Ciencia ficción
londr call ahor desiert tras acab mayor part poblacion lug ser terrorif tras grup animal sangr produc devast dias pais sol qued supervivient	Terror
adapt frank autor city famos batall objet conquist desencaden guerr medic dad situacion rey enfrent ejercit superior	Acción
nav enterpris dirig planet negoci liber secuestr alli descubr jef band obsesion encontr planet consider vid	Ciencia ficción
adapt novel juli deb relat hab vist monstru sur unid buqu guerr destru alter tranquil mar monstru atac evit tras buqu tripul rescat propi monstru result ser buqu capaz mar entonc	Aventura
tras años guerr dispon celebr negoci enemig kirk nav atac enterpris ambos mund prep pued ser encuentr	Ciencia ficción
jov frances talent especial ayud profesor experiment niñ viv pequeñ poblacion junt gran amig ahor perd padr trabaj pes ello mar consig vid llen baj	Aventura
hombr llam despiert dentr cam lad encuentr person gordon hombr muert man ningun dos sab alli sol dic gordon deb mat ocho hor si ambos mor junt espos hij investig asesinat llev cab detectiv llam gordon descubr siend victim conoc jigsaw sol qued unas hor complic asesin dej unic unas pist dos man demasi cort caden cort	Terror
nuev york jack desgraci profesor histori emprend busqued sant	Comedia
sufr tal dej inclus miembr dur ciud tod prueb terror habil enfrent nunc jef unid jimmy enfrent mortal consider part pas inici tan personal desesper	Acción
nac interpret unid com amenaz muert president acus pais dias dar agent encarg proteg comienz sospech motiv	Crimen
año polic utiliz asesin comet crim futur pued deten unid pued prueb bas tres ser cuy asesinat nunc	Acción
trabaj vigil jef quier caus continu pued hac cuent director qued plan envi expert fin mund	Comedia
termin segund guerr mundial georg clooney guerr norteamerican vuelv berlin inform reun mism tiemp ve asunt intent ayud antigu amant cuy mar busc american	Drama
jimmy niñ comun logr escap centr ayud medi herman viaj haci niñ mism situacion decid acud concurs celebr angel descubr jimmy expert	Aventura
brown vuel necesit diner hac mafios busc polic parec ir bien dia sorprend acus trafic drog capital sol podr evit prision si acept polic ayud lleg	Crimen
gran futur alex jov dos pasion violenci jef band salvaj viol aterroriz poblacion terror lleg asesinat alex deten prision somet pretend cualqui	Ciencia ficción
vid bien cas acab ser sorprend novi cam intent perd vist angel tiemp march viv nuev york apartament amig dos peor ciud jef antigu ahor enemig cruz vid pretend veng muert hij asesin ide desencaden guerr band busc deb diner jef oblig mat hij	Drama
city ciud polic atract vigil desesper busc venganz cos univers her intent hac city ciud viv oscur llen personaj supervivient busc veng muert unic amor investig priv intent dej problem atras despues polic asesin par proteg amig final histori bruc ultim polic city va tras pist jov man hij result inesper	Suspense
ciud ocup japones señor muj ric sofistic recuerd com empez verdader nombr sin chi chi estall guerr mundial 1939-1945 padr huy inglaterr dej estudi conoc acab compañ chi chi convirt primer compañ part convenc grup estudi asesin señor import colabor japones chi chi colabor plan hac pas señor comet hac amig muj gan este suced segun previst inesper	Acción
call city hombr busc venganz trat cuent misteri muj traicion intent muert peligr mision acab mayor city proposit conoc jov	Crimen
detectiv georg busc sid rob muj encuentr muert man organiz hall preci	Crimen
dos terror huy polic hac años hij adolescent cad vez rebeld enamor muchach desconoc conviert amenaz segur padr	Drama
sigl comienz hermos final monj antigu acompañ relat acud nort intent resolv crim van desaparec misteri despues hall muert graci inform monj va hech parec ser antigu trat dic mayor mund asesin motiv muert victim nadi	Drama
jam kirk asist viaj ayud nav hall atrap deb capitan kirk decid ayud hall destru dad muert	Ciencia ficción
chic demas vist color haci madr mor padr dedic repent años descubr objet vid vid demas part entonc invent tod clas cuent existent vari person pas dias beb hombr vecin sol ve mund traves	Comedia
hac pas conoc famos ladron vez hac pas enamor rob aristocrat huy descubr casi año despues par rob diamant tal form contrat	Comedia
atrap enter muert doc brown deb viaj tiemp salv dos deb averigu com escap viej asesin	Aventura
clas hombr desafi rey histori sigl bas william wallac luch rey inglaterr despues brutal asesinat jov espos ingles wallac sol busc venganz numer wallac consig organiz ejercit guerrer libert logr recuper ello har libr siempr	Acción
ciud compañ obra ve oblig mientr espos actor principal empiez apuest	Comedia
capitan enterpris encuentr nuev intent imped histori conquist tierr sigl medi viaj tiemp imped prim vuel raz human prim contact raz	Ciencia ficción
capitan enterpris recib parec encontr estudi socied sufr existent equip investig habit planet pront descubr intent defend socied aspir	Ciencia ficción
polic capitan fabric llam final plan qued envi planet herman capital organiz golp graci fuerz nav nuev	Ciencia ficción
futur gran pais dirig man john tard tras qued nocturn jov rescat plen call misteri cuy nombr extrañ personaj plan combat libert part moment accion objet hac estall pais revolu gobiern	Acción
nuev york charli jov años trat mafi nuev york ve sentimient respons haci amig johnny	Drama
tension cuatr trabaj compañ estall peligr viaj transport	Drama
guerr provoc asesinat president pais call final terribl dos paul trabaj hotel empiez decid mejor refugi hotel haci alli organiz desesper acompañ sol famili sin vecin bas hech real	Drama
paul llev vid agent par decid abandon dedic instal vuelt par result paul vuelv mar sur acab obra	Drama
colegi priv nuev inglaterr grup alumn descubr import persegu sueñ graci excentr profesor despiert medi metod convencional	Drama
pertenec buqu escuel miembr sid asesin inspector llev investig muert deb cre sid tras rap muert ultim pelicul	Drama
dos cantant hac unid par encant dos mism objet cas millonari novi cuy padr contrat detectiv	Música
nuev york ver terror personaj	Comedia
prision año martin años puest libert tras años carcel anterior aleman berlin viv mur berlin prision ser liber entreg objet llev moment ident color azul conduc diner filmaffinity	Comedia
acab cas decid visit ancian march visit descubr encant maner practic	Comedia
deb ejecut mund public espi agent gobiern llam georg secuestr tres individu llev consig huir mat dia siguient regres cas acompañ polic person	Misterio
nuev aventur siniestr jigsaw hombr jueg aterroriz comun polic jigsaw vez consegu escap vez ayud nuev mientr polic local intent doctor sab punt convert siguient horribl jueg	Terror
decid rap aparec nuev victim asesinat jigsaw agent embarc investig permit deten asesin demasi embarg jigsaw ser deten sin part plan ocho victim jug vid ahor jueg	Terror
acud trabaj sesent años conoc dueñ bar invit bail habl acompañ cas dia siguient qued viv relacion provoc gran vecin visit propietari edifici	Romance
guerr fri amig acab escap agent soviet univers jim amig profesor ultim mision punt ser mientr conoc jov rebeld propon trat si ayud resolv problem personal cambi descubr histori encuentr lug agent soviet dirig fri bell mism objet	Aventura
sid envi futur mision mortal elimin sarah connor jov cuy vid gran import años sarah sol envi futur utiliz inteligent fuerz encontr sarah algun form deten aparent	Acción
fantasm abuel aparec hij cruz sol dueñ paul tia hij inclus vecin blanc viv abuel vuelt cab qued vid	Comedia
dos hij diferent ambos padr situacion complic averigu realid madr sol muert sin ademas local	Drama
tres joven jim cad alli motiv distint jim escap cas acab mat tir inspector descubr tres mantien relacion conflict famili jim van padr hij parej divorci visit cri negr viv	Drama
documental soviet realiz cont mejor aleman epoc documental bas vid dia ciud berlin	Documental
tiemp perd espos aristocrat ingles conoc jov compañ señor american jov cas van viv ingles pront señor da cuent pued mar recuerd espos	Misterio
jov realiz cin investig vid llam maner hero objet investig provoc	Drama
narr revolucionari veran mism año period amig comun verd deb cumpl mision destac result ser hij hero hombr	Drama
siempr des ser chic asi dia decid cort ocult baj cambi orden nombr pas llam filmaffinity	Crimen
dos band adolescent rival van colegi futur esper joven casi busqued socied ven camin facil violenci apen propi histori ley call relat convencional inclu inclus	Crimen
adapt novel profesor narr profesor noch va angel azul mal fam llev alli alumn acud local encant cantant embarg profesor años acab red part entonc vid humill	Drama
despues monstru cre doctor siniestr propon cientif compañer monstru	Drama
guerr cien años sigl despues hab conduc frances acus hab recib dios mision salv franci conden mor	Drama
bas histori real georg clooney agent pas tod vid trabaj medi investig cas terror años envi alli realiz mision dos empres american punt investig estadounidens	Drama
jam jov sueñ volv tiemp herman mayor dia lid rebeld chic ahor herman pues hac dos march cit	Acción
nuev york suen the the cos facil chic form band chic orig italian diferent band rival raz violenci camin resolv	Drama
banc parqu anim compañer alan ciud nort alemani ver espectacul doctor emple doctor aparec asesin dia siguient alan acud ver doctor ayud anunci alan viv	Drama
pequeñ puebl cuatr joven amig sal ciud busc chic desaparec chris extravag des ser vist her mism puebl emprend dos dias conviert aventur escond cuent histori gust hac caus comun cos pon encuentr maton puebl armad busc cuerp chic descubr fuerz nunc	Crimen
chic viv mund fantas cancion sueñ azul algun dia liber famili amig esper lleg decid ciud busc mayor exit cin	Comedia
principi años joe jov encuentr trabaj muj tard joe encuentr cuerp muj aunqu polic sospech hac cad vez joe sab muj dic investig asesinat fond joe embarc aventur intim	Drama
don corleon conoc dentr cinc famili ejerc cos nuev york años cuarent don corleon cuatr hij chic tres michael negoci empiez luch violent distint famili crim organiz	Drama
epoc ley joe dos music ven oblig huir despues ser testig cuent dos band rival encuentr trabaj mafi decid vest mujer joe conquist kan cantant grup ser mientr millonari quier cas	Comedia
continu corleon dos histori michael corleon jef negoci familiar don primer unid empez lleg ser jef mafi nuev york	Drama
convencional parej joven amant nac mat dos despiad criminal poblacion present aprovech personal ejerc public conviert asesin her	Crimen
michael corleon hereder don corleon intent tod famili negoci despues luch tod vid encuentr centr tod esper encontr carg negoci vincent hij herman parec ser eleg	Crimen
comedi rob gordon dueñ tiend disc chicag cuy vend disc rob dic ser verdader music pas tiemp dos emple dos tip aunqu tres conoc fond mund music popul encant conciert ide hac cinc mejor cancion tiemp rob pas mal moment relacion novi romp part moment rob empiez amor llam cinc principal dec chic dej vid dej lad music pasion vid junt mujer	Drama
equip cin va rod pelicul misteri isla alli descubr existent secuestr atract protagon ofrec gigantesc	Aventura
will años viv autor cancion hac años padr mied tal sol relacion madr facil romp embarg conviert mejor amig niñ años conoc cit	Drama
sigl vagabund viv jueg dar ademas espad rap mejor ciud band amig conoc par bell peligr herman lleg ciud veng asesinat padr unic pist misteri nombr	Aventura
despues pas carcel johnny decid dar ultim golp vid permit retir junt plan llev carrer caball despues colabor asalt trat provoc sal apuest mat caball carrer cuent ayud polic georg apuest atrac desarroll segun previst problem present	Crimen
epoc ley dav alcohol punt trat import mafios chicag anni siempr dad envi hombr busc oper anni complet desesper hij ve hac años lleg europ acompañ novi aristocrat italian anni convert gran	Comedia
matrimoni perfect tan result vid tan produc espos madr cas perfect aleman complet famili cuent dese propi ident	Comedia
emple banc acab dej novi hab deten ladron intent atrac banc trabaj sol golp amenaz muj ladron acud cas buen accion ahor van pod form famili decid plan atrac diner parej ello unic conoc herman trabaj cont ayud tres emple pet martin embarg sal previst final cuent filmaffinity	Acción
parej enamor ve asesin ladron neces salv vid chic hac tierr form fantasm intent peligr corr unic medi comun	Fantasía
excentr dueñ gran fabric dia decid ofrec cinc niñ permit fabric charli niñ pobr buen corazon esper futur mejor madr cuatr abuel result ser cuatr niñ	Familia
tan sol hor tres agent servici secret britan investig red trafic drog aparec asesin extrañ tod pist conduc llam agent jam envi nuev york investig personaj	Aventura
cambi conoc carl luch camin mund espectacul une jack autor tres emprend viaj llev isla previst dirig pelicul alli descubr ser habit criatur viv ocult millon años ve fam pued captur nuev york	Aventura
continu antoin tras golp protagon tras ser expuls ejercit visit antigu novi christin padr christin encuentr trabaj antoin vigil nocturn hotel embarg detectiv priv pierd emple prim dia detectiv ofrec trabaj principi antoin encarg asunt mision averigu tod emple señor georg antoin conoc espos propietari	Comedia
segund pelicul realiz personaj antoin sig tras golp realiz	Comedia
niñ pas desesper decid habl asunt director eleg expuls centr ofrec quier contrat despues trabaj ayud escap lleg londr ciud conoc ofrec entonc ver oblig trabaj malv dirig band chic	Crimen
antoin christin parej cas mientr gan vid vend flor call par muj clas pas tiemp beb antoin sig siend hombr aventur	Comedia
tras cinc años matrimoni hij antoin christin divorci trabaj enamor tiend disc dia encuentr alli jov conoc antoin prim amor antoin encuentr conoc madr tod mujer pas vid	Comedia
repent suen comienz medi chic pregunt si pued ir acced llev apartament	Misterio
muert ancian famili sur desencaden terribl tension hereder hij refugi alcohol complet situacion muj dispuest espos ambici oportun	Drama
comedi narr histori obsesion convert mejor camp dia conoc oportun aparec este embarg consig quier final ayud amig secuestr pod consegu proposit	Drama
vuel sal angel destin chicag encuentr seri personaj combat plen vuel ver oblig hac tras qued com mal	Comedia
dos norteamerican dav jack viaj europ camin zon inglaterr poblacion local mir mal bar sal recib tip extrañ aun asi joven oscur cuent siend segu terribl criatur	Terror
histori cancion segund guerr mundial lleg convert primer despues band ali music años atras sold aleman tres años tard disc bell cantant exit tal servici decid hac cancion	Drama
paul autor frances acept pelicul va rod baj director aleman prim encuentr norteamerican jack escritor dej muj bell coch este da lug grav mal escritor espos cre ofrec cambi obten mejor pag consecuent situacion escritor ver	Drama
noch victor chic fortun acud busc pis despues hab conoc encuentr alli dos polic armad produc suen par dav agent qued siempr cambi vid acab cas victor va par carcel sal obsesion acerc desencaden mezcl amor violenci	Drama
hab vist mor padr bruc wayn cad noch batm terrorif form gotham city combat crim manten ciud vez batm enfrent terribl enemig pretend somet tod ciud baj dese	Fantasía
cin tras rob coch ir par mat polic algun acab hac viaj par tras rob diner amig busc jov burgues american aspir ser escritor vend york camp sueñ algun dia period europ cre hab hall libert conoc polic busc muert	Drama
nuev jim cas asesinat president unid john present carg person despues numer testig person relacion hech podr hab fbi propi	Drama
viv padr encuentr nuev compañer jueg oscur dos desiert desafi peligr famili descubr jug junt volv hech padr jef ladron enemig ahor dos niñ valient deb intent manten famili tiemp	Aventura
cambi hombr mund pregunt obsesion bruc wayn fantasm padr muert tir call gotham noch vid siempr hereder desaparec gotham viaj secret mund busc medi luch utiliz mied aprovech mied ayud detectiv jim gordon poc buen polic fuerz orden public gotham ali wayn enterpris bruc wayn liber alter batm utiliz fuerz inteligent alta combat fuerz siniestr amenaz destru ciud	Acción
miembr cuerp vigil armad especial llev tiemp plant trabaj parec convert maquin mat noch miembr organiz terror jov	Animación
fbi busc bill asesin seri mat victim tod adolescent despues prepar pod atrap brillant expert aspir form part fbi jef jack visit carcel alta segur gobiern mantien encerr antigu asesin dot inteligent superior mision intent sac inform bill	Crimen
hombr tim cas hij millonari impid disfrut fortun decid contrat dos delincuent secuestr muj fin mont negoci propi diner rescat seri secuestr tres brutal asesinat oblig polic	Crimen
pet jul juli disfrut rebeld une pasion cambi mund conviert the cuy accion violent trat ric local dias cont complic aparec jul enamor ambos joven ademas oper complic conviert intencion acab pon car car ley	Drama
sigl dos raz profund tierr aristocrat sofistic vampir brutal cuy existent siempr form part mund mit raz nocturn enemig mortal conden viv guerr sol medi conflict guerrer vampir descubr secuestr michael jov medic despues segu tod ciud relacion decid atac medic mientr intent salv michael descubr plan cre nuev criatur poder raz hac realid	Fantasía
acus asesinat muj tras ser conden caden envi prision pas años consegu gan director centr compañer especial red jef mafi	Drama
music destac cort entreg complet music dios si cambi dot despues lleg cort jov llam qued segund plan perd protagon har posibl carrer jov music mientr maquin sorprend music excentr	Historia
pas once años sarah connor marc objet ser elimin futur ahor hij john futur lid resistent objet modern vez resistent envi vuelt pas intent salv john madr sarah	Acción
dos dias lleg año call angel gent sid expuls dedic client vend person	Crimen
asesin niñ tod ciud polic busc desesper deten cualqui person sospech part jef red sufr asesin decid busc mism	Drama
intent sobreviv viv cuy dueñ maltrat consig reun diner pag habit unic amig mund jov cri perr	Drama
ambici emple compañ segur viv sol apartament superior cit amor esper mejor empres situacion cambi enamor result ser amant jef apartament	Comedia
suced hombr muert encontr her will ali capitan busqued desesper liber capitan jack man mientr terrorif fantasm baj control compañ caus larg siet mar will medi traicion mar salvaj deb segu enfrent ahor tierr deb eleg band batall final sol vid fortun sin futur clasic	Aventura
vid narr histori famili muj dos hij años cuarent realiz epoc gran polit golp mayor cin filmaffinity	Drama
viej amor atract anim equip cad anni equip educ cam camp jueg dos veteran ambos suced siempr decid filmaffinity	Comedia
will kan pequeñ puebl acab matrimoni cas traslad ciud abrir pequeñ negoci repent empiez corr puebl notici frank criminal kan atrap llev sal carcel lleg puebl tren veng kan tiemp va pas nadi puebl dispuest ayud	Western
segund guerr mundial ciud lleg gent tod part lleg facil sal casi especial si nombr principal objet polic secret aleman lid hero resistent victor cuy unic esper propietari antigu amant muj ofrec qued cambi sac pais deb eleg propi rig vid pas	Drama
viaj wallac vez instal hotel sufr mental vecin habit segur trat ayud seri hac cad vez trabaj	Comedia
documental relat primer comienz sigl desarroll larg cost part años	Documental
quier hac fiest amig music decid metod antigu convencional invit personal vecin señor niñ escuel conoc television quier barri	Comedia
aunqu norm paul hij recib rig educ disfrut libert norm jov profesor enamor paul cambi dedic period llev vid pes siempr unid salvaj aprend	Drama
bell profesor ingles matrimoni futur lleg divorci maner rap alli conoc chic trabaj casin pas cad vez tiemp junt vuelv viv nuev	Drama
novel viaj tren jov jov conoc vid traves inesper propon asesinat victim fin asi podr resolv problem muj quier divorci cambi deb asesin padr este gran fortun viv	Crimen
pas dec john connor salv human john años viv ningun prueb documental existent asi evit ser sofistic maquin vez intent acab vid ahor futur sid envi maquin desarroll mision complet trabaj termin maquin tan bell aspect human ahor unic esper sobreviv	Acción
william poder cuy vid ve alter lleg jov llam joe enamor hij trat realid muert mision cumpl muert	Fantasía
danny oce band sol razon realiz golp ambici defend despiad propietari casin nunc imagin pon traicion amig danny oce desgraci miembr band dej demas proposit compart noch gran nuev casin	Crimen
once amig compañer armas guerr mundial 1939-1945 plan rob sol noch cinc mayor casin veg año gran georg clooney juli	Crimen
jov tim propi sueñ siempr trat control imagin amenaz mund real vid present oportun cambi madr frances convenc vuelv cas natal par trabaj grand trat trabaj pequeñ compart tres compañer especial excentr embarg desaparec conoc vecin charlott amig	Comedia
john wayn asesinat herman poder cuy hombr intent liber imped cuent colabor dos ayud alcohol martin viej walt une jov habil llam color qued encerr carcel tension puebl esper lleg autor llev deten	Western
sarah charlott escritor britan autor libr misteri novel viaj londr sur franci pas dias cas charl intencion encontr nuev novel alli conoc hij adolescent atract convencional juli	Crimen
tras segund guerr mundial 1939-1945 padr espi conden traicion unid despues da fiest aparec apuest desconoc llam trat agent servici inteligent colabor atrap cerebr nazis principi final acced enamor atract agent american vez gan va viv cas asunt acab pon peligr vid	Suspense
ingenu emple banc enter aprovech jef humill sol perr parec ser capaz amig charli invit ir intent consegu ocurr aparec bell entra banc habl pas cam entonc encuentr da grand poder mied ahor libr quier	Romance
sold american envi mision unid fin salv vid result principal objet mision captur acab guerr principi parec ir bien dos aparent entonc mision conviert desesper carrer rescat tripul sold tierr qued atrap result her accident	Acción
detectiv emple persegu despiad asesin ayud viej compañer investig conduc popul parqu angel alli conviert nuev lug bien qued rescat niñ enorm azul	Acción
segund guerr mundial 1939-1945 ocup nazis trat lid liber anni ofrec refugi cas aleman descubr rod consig escap	Drama
extravag mit don despues ser abandon ultim conquist don bill recib cart inform hij tan inesper notici emprend viaj busc antigu amant resolv misteri	Comedia
famili alta burgues dispon celebr sesent cumpleañ hombr embarg tres hij aunqu diferent dispuest aprovech sac famili	Drama
tras pas peor vid bruc consig pod pues dios ide llev asunt tal dios decid poder ver si capaz hac mejor	Fantasía
